gene,0,1,2,3,4,5,6
AC068535.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01102,-0.025804572,-0.025804583,0.031826515,-0.025804607,0.0525918,-0.025804657,-0.025804756
LINC01103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013402.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013402.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANTR1,0.002484736,-0.036526404,-0.03652649,-0.03652663,0.10537522,0.06374601,-0.036526512
AC013402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068057.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018730.1,-0.02581482,0.025336456,0.031816956,-0.025814924,-0.025814915,-0.025814874,-0.02581478
POU3F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010884.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010884.1,-0.025828503,-0.025828363,0.03180231,-0.025828363,0.052567516,-0.025828363,-0.025828363
MRPS9,-0.1459032,-0.013436127,0.058446985,-0.051099047,0.11167574,0.33963627,-0.3196245
AC104655.1,-0.016257308,-0.06321459,-0.03238534,0.014178809,-0.06321463,0.26934168,0.13109085
LINC01918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012360.2,-0.025828067,-0.02582817,0.031803273,-0.025828097,0.052568536,-0.025828015,-0.025828099
TGFBRAP1,-0.0821252,-0.05415264,0.041170247,-0.063770644,0.07401708,0.25959778,-0.010227457
AC012360.1,-0.016815161,0.034491286,-0.002594185,-0.041820172,0.025177728,-0.029497068,0.10341196
AC012360.3,-0.033508554,-0.00941624,-0.0061896774,-0.049767707,0.03488182,0.195442,-0.12840365
C2orf49,-0.076379634,0.02949527,0.05021899,-0.10339927,0.055168908,0.1729124,-0.12951174
FHL2,0.015006779,-0.011938162,-0.0112662455,0.0053490126,-0.04804724,0.08373494,-0.04804728
AC108058.1,-0.048286412,0.024550706,-0.010155714,-0.048286393,0.11880786,0.019594114,-0.048286233
AC018802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018802.2,-0.03159888,-0.03159884,0.08341896,0.039230242,-0.031598732,-0.0315986,-0.03159859
NCK2,-0.16310331,-0.14122595,0.033480547,-0.1649408,-0.11365245,1.1599432,-0.15034512
AC010978.1,-0.031078966,-0.0890455,-0.038400397,-0.013226323,-0.05273825,0.49009624,-0.118882455
AC009505.1,-0.04954835,-0.09579458,-0.088509925,-0.08933809,-0.013982018,0.72602165,-0.14468767
ECRG4,-0.031623185,-0.031623032,-0.031622928,-0.031622905,-0.031622905,0.3045511,-0.031622965
UXS1,-0.07910361,0.039850596,-0.013183547,-0.08601263,-0.10426526,0.56816757,-0.38845524
AC018878.1,-0.01054415,0.006328289,-0.026062258,0.052120823,-0.013409319,0.035154264,-0.098508865
RGPD3,0.007700966,-0.004889237,0.031086946,-0.040355776,-0.036975194,0.07066267,-0.073134415
CD8B2,0.043266337,-0.036464546,0.011485415,-0.03646449,0.032700043,-0.036464375,-0.036464386
AC108868.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108868.1,-0.03160426,-0.03160414,0.08362156,0.039224748,-0.031604115,-0.031604245,-0.031604227
ST6GAL2,-0.018260289,0.032877896,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
ST6GAL2-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016994.1,0.023086797,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC005040.2,-0.018260289,0.032877948,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
LINC01789,0.015529786,-0.02582816,-0.025828134,0.044988062,-0.025828052,-0.025827995,-0.025828043
AC096669.1,-0.018260289,-0.018260356,0.039355893,-0.018260477,-0.018260477,-0.018260475,-0.018260472
LINC01885,-0.015938543,0.021367703,-0.014469793,0.0020693268,0.05992081,-0.04821117,-0.048211303
LINC01886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC064869.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GACAT1,-0.018260289,0.032877654,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
RGPD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD4,-0.012055554,-0.0072227465,0.039898615,-0.044724155,0.013299295,0.03768496,-0.044724166
SLC5A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01594,-0.04471162,-0.004087173,0.12287128,-0.044711303,0.015163792,-0.044711173,-0.04471129
SULT1C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULT1C2,-0.03161306,-0.03161322,0.026028903,-0.031613346,0.04679826,0.08044545,-0.031613346
SULT1C4,-0.031374145,0.019786766,0.019127272,0.039454453,-0.031374294,-0.03137443,-0.03137445
GCC2,-0.17854366,-0.06397426,0.07844048,-0.02828741,0.08435035,0.53996766,-0.43017906
GCC2-AS1,0.007984011,-0.012651002,-0.021405438,-0.020458095,0.09575579,-0.06301602,0.018552985
LIMS1,-0.18301904,0.15009135,0.06447375,-0.25027385,0.26253796,0.1453956,-0.24694498
LIMS1-AS1,-0.03163354,0.07068798,-0.031633604,0.03919573,-0.031633686,-0.031633817,-0.03163383
RANBP2,-0.20222524,0.14396834,-0.053732626,-0.0853826,0.24797143,0.28890154,-0.50995636
CCDC138,-0.045237686,-0.020179067,-0.0048749372,-0.06362261,-0.027057033,0.35756242,-0.12511481
EDAR,-0.07532855,-0.075328484,-0.07532844,-0.07532835,-0.0753283,0.767612,-0.07532787
SH3RF3-AS1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747586,-0.018260472
SH3RF3,-0.0150823295,0.19455917,-0.054675736,-0.21609639,-0.1527602,0.31623802,-0.10434091
SEPTIN10,-0.077268876,0.008315387,0.08732161,0.057734463,-0.0558527,0.04966084,-0.11861157
AC011753.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOWAHC,0.0075236773,-0.048442435,0.012884967,0.0027201693,0.05792049,-0.03291372,0.01939131
AC074387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD5,-0.039288767,-0.0068767546,-0.04179174,-0.023697792,0.017994653,0.27205896,-0.17135054
LIMS3,0.015546415,-0.02581143,-0.02581146,0.045003586,-0.025811557,-0.025811639,-0.025811572
LINC01123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHP1,-0.025821492,-0.025821447,-0.025821418,-0.025821354,-0.025821319,0.19825166,-0.02582129
MTLN,-0.13409892,-0.016780226,0.08422151,-0.12131829,0.040927712,0.42669958,-0.16961034
LINC01106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112229.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD6,-0.02257396,-0.05157458,0.016796207,0.042253308,-0.0028955743,0.016887348,0.18421395
AC226101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUB1,0.005483378,0.011422478,0.016735923,-0.05151935,-0.0008307478,0.027587054,-0.051519196
AC114776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOXL,-0.04929352,0.08022803,-0.021066217,0.03332387,0.04057256,-0.0838006,-0.083800346
MIR4435-2HG,-0.078733414,0.18478982,-0.003504254,-0.07884696,0.024297845,0.06363944,-0.4712819
ACOXL-AS1,-0.018260289,0.032877695,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
BCL2L11,-0.06908688,0.020673778,0.081962995,-0.06704266,-0.10053667,0.26226673,-0.089307025
AC108463.2,-0.025825506,-0.025825506,0.089436784,-0.025825508,-0.025825508,-0.02582551,-0.025825527
AC108463.3,-0.073154226,0.043040756,0.056177903,-0.07315407,0.10987568,-0.022035565,-0.073153935
AC068491.2,-0.025354793,0.05732129,-0.03157522,-0.03871482,0.10466424,-0.05307176,-0.09152846
AC068491.3,-0.019555539,0.007057931,0.04279375,-0.067843035,0.06422464,0.002370546,-0.09676394
AC017002.6,0.058134306,0.011099076,-0.05167252,-0.0060870755,-0.0018780911,-0.05167288,-0.05167277
AC017002.5,-0.0368377,0.13115579,0.038507055,-0.10509686,-0.004082492,-0.063426256,-0.07981521
AC017002.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC017002.1,-0.025822941,0.07647961,-0.025822867,-0.025822919,-0.025822949,-0.025823006,-0.02582296
AC017002.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC1,-0.17299113,0.069119714,0.05331974,-0.098293304,0.105223835,0.30867037,-0.26786855
MERTK,-0.05697486,0.03038773,0.009224308,-0.15793626,0.27289805,-0.005010154,-0.1943631
AC093675.1,-0.040743217,0.0104126055,0.024719032,0.008710904,0.048185762,-0.021105386,-0.06559034
TMEM87B,-0.104740344,-0.01777555,0.11592017,-0.10714517,0.04596664,0.2736542,-0.21593174
AC093675.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLN7,-0.03908923,0.02263197,0.05529291,-0.06323387,-0.06323382,0.16047315,-0.06323372
ZC3H8,-0.09238242,-0.020873804,-0.00071886124,-0.09338335,0.031825222,0.4045162,-0.014524984
AC092645.2,-0.035822965,-0.032399777,-0.030331234,-0.018611018,0.068617955,0.17869823,-0.060580727
ZC3H6,-0.11722783,0.05192408,0.053741988,-0.111800715,-0.15390083,0.58291173,-0.25826606
RGPD8,-0.09741349,0.02442595,-0.09736109,0.08378548,0.11128758,0.16217059,-0.16112964
TTL,-0.056633484,-0.0016598369,0.045164637,-0.104316145,0.041344315,0.25526264,-0.23838903
POLR1B,-0.12177245,-0.06747088,0.13536564,-0.07112395,0.07928929,0.26497048,-0.1526255
CHCHD5,-0.09554555,-0.013889173,0.0909325,-0.03351588,-0.028587742,0.25691256,-0.15054622
AC012442.2,-0.030785678,0.047763027,0.01916199,-0.051562533,-0.018710896,0.08451362,-0.10322443
AC012442.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079922.2,-0.02885697,0.051932994,0.030872576,-0.10200227,-0.050939545,0.17283453,-0.10200225
SLC20A1,-0.18830478,-0.17117046,0.13448375,0.09866628,0.26448157,0.20837004,-0.35393116
NT5DC4,-0.040927958,-0.035473492,-0.0066898754,0.058589343,0.09950064,-0.012080456,-0.06322991
CKAP2L,0.0112217935,0.021324554,-0.02823611,-0.060600273,0.06788201,-0.003000234,-0.06060024
IL1A,-0.04081917,0.041532274,0.051109776,0.020928329,-0.04081917,-0.040819176,-0.040819183
AC079753.2,0.04017601,0.032818265,-0.057626337,-0.057626247,0.028152732,0.0015985072,-0.05762621
IL1B,-0.08211793,0.0948568,-0.24718428,0.20100382,0.17730872,-0.027697543,-0.14436136
IL37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL36G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL36A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL36B,-0.018260289,-0.018260356,-0.0182604,0.052536856,-0.018260477,-0.018260475,-0.018260472
IL36RN,-0.018260289,0.032877926,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
IL1F10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1RN,-0.11852956,0.004101919,0.15594259,0.03507757,0.01680079,0.010989654,-0.24282877
PSD4,-0.09409611,-0.00040333072,0.078546576,-0.06762516,0.015628448,0.21812093,-0.09045037
AC016683.1,0.01552939,0.025322916,-0.025828416,-0.025828429,-0.025828436,-0.025828466,-0.025828501
PAX8-AS1,-0.06918593,-0.023261195,0.10391498,-0.03503558,0.03849826,0.1543231,-0.35004917
PAX8,-0.03873863,-0.05082709,0.16994402,-0.08270196,0.013830234,0.029407665,-0.096597426
AC016745.1,-0.067860976,0.032179162,-0.039113645,-0.0351798,0.09984639,0.1501871,-0.14242937
IGKV1OR2-108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016745.2,0.00028735367,-0.036965247,0.020078275,0.03922734,-0.0061808773,0.034534592,-0.138793
CBWD2,-0.076021045,-0.09472822,0.2686219,-0.038067885,-0.010320427,0.084507495,-0.3523239
FOXD4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM5P4-AS1,0.023086868,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
FAM138B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL078621.4,-0.018260289,-0.018260356,0.03935608,-0.018260477,-0.018260477,-0.018260475,-0.018260472
RABL2A,-0.0729632,-0.04708095,0.062757775,-0.016866464,-0.006533763,0.22985093,-0.04483339
AC017074.2,-0.018260289,-0.018260356,0.039356034,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC017074.1,0.0077420445,0.045995228,-0.05152278,-0.051522683,0.00010075758,0.077117786,-0.051522728
SLC35F5,-0.087681815,-0.018341087,0.12281225,0.005612993,-0.026008453,0.17819962,-0.3304225
AC104653.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104653.1,-0.051541604,-0.015548396,-0.010848699,-0.0015884298,-0.05154152,0.28824896,-0.051541377
AC110769.2,-0.022905054,0.005918329,0.016207017,-0.047251057,0.059638597,0.04022287,-0.098624334
ACTR3,-0.239529,0.0035211102,0.22346823,-0.08259338,0.18709487,0.31230837,-0.7214688
LINC01191,-0.03343402,0.02275187,0.0050619747,0.009483047,0.03488113,0.008778419,-0.1272513
AC110769.1,-0.018260289,0.032877922,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC010982.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010982.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP10,-0.02692263,-0.033648312,0.005221158,-0.0053262557,0.051231854,0.1058884,-0.101830564
DPP10-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP10-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093610.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374752,-0.018260472
DPP10-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016721.1,-0.0060010566,-0.040771518,0.002101907,0.07180375,-0.040771533,-0.040771555,0.25880414
AC064856.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009312.1,0.015975311,-0.04810766,0.028401963,-0.04810786,0.05970819,0.013819029,-0.04810793
DDX18,-0.25016567,0.050699107,-0.015210031,-0.020500556,0.18646334,0.4930437,-0.38970488
AC009404.1,0.0010231284,0.01592176,0.0098723145,-0.08659092,-0.01375133,0.13668416,-0.10980284
CCDC93,-0.052940436,0.00976888,0.029875029,-0.10547206,0.01032735,0.32150882,-0.314042
AC009303.2,0.017292984,-0.009520948,-0.008580001,0.064159475,-0.03896983,-0.009746443,-0.13512808
AC009303.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSIG2,-0.065078236,-0.030228393,0.08692652,-0.028245738,-0.0042707063,0.18906134,-0.19282094
THORLNC,0.0050701196,-0.03630202,0.11056879,-0.036301844,-0.03630187,-0.036301978,-0.03630202
LINC01956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCO,-0.18043308,-0.024666196,0.14277153,-0.037906285,0.24895035,0.03772018,-0.20328557
AC013457.1,-0.018260289,-0.018260356,0.039355874,-0.018260477,-0.018260477,-0.018260475,-0.018260472
C1QL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEAP3,-0.09909381,0.03709546,0.04687321,-0.037982307,0.089642726,0.07297273,-0.1337691
STEAP3-AS1,-0.011034272,-0.008027643,-0.0071838647,-0.04433379,0.013008731,0.024418494,0.2637449
C2orf76,-0.08352095,0.056631014,0.031678937,-0.162248,0.12559377,0.16662732,-0.14528872
DBI,-0.265643,0.05543292,0.11482757,-0.12765387,0.21228135,0.33110234,-0.17135394
TMEM37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCTR,0.015528916,0.025322424,-0.025828363,-0.025828363,-0.025828363,-0.025828363,-0.025828363
AC013275.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP221,-0.010033409,-0.04461142,-0.007877832,0.010535296,0.014642566,0.11759451,-0.044611502
TMEM177,-0.060592305,-0.00417731,0.0024340313,0.023073087,-0.060591996,0.2389936,-0.06059171
PTPN4,-0.024766603,-0.039591417,-0.019860333,-0.19670208,-0.15473795,0.8148846,-0.26838335
EPB41L5,-0.07900861,-0.03761917,0.10455101,-0.0069091134,-0.0038465632,0.12693043,-0.051589906
AC012363.1,-0.052635036,-0.05336427,0.019475142,0.07528378,0.083662495,0.031985004,-0.1460486
TMEM185B,-0.08046951,-0.035980575,-0.0006129768,0.013165858,0.11976305,0.12446935,-0.054987844
RALB,-0.19358906,-0.065821216,0.22844292,0.00015246081,0.14871342,0.16858025,-0.46707815
AC012363.2,0.0430449,0.05151811,-0.03647227,-0.03647226,-0.036472254,-0.036472224,-0.036472086
INHBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073257.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018866.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLI2,0.077965416,-0.0365023,-0.036502235,-0.03650213,-0.036502156,0.0618814,-0.036502358
AC017033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC067960.1,-0.018260289,-0.018260356,0.039355937,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC079988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFCP2L1,0.0076706684,0.07015037,-0.034604497,-0.063184276,0.01781052,-0.011429799,-0.0631841
CLASP1,-0.069383904,0.07900725,0.09169241,-0.17223257,0.0015695341,0.24747945,-0.41861403
AC012447.1,-0.0468797,0.13031855,-0.14578868,0.011443609,0.0024819903,0.04165725,0.1836408
NIFK-AS1,-0.048069753,-0.02324692,0.078973435,0.0049250387,0.007237024,0.056052264,-0.1386902
NIFK,-0.12536177,-0.03487748,0.0713999,-0.055011984,0.10957257,0.28648767,-0.23481789
TSN,-0.1044542,0.034484625,0.042490453,-0.091195285,0.10629376,0.1802646,-0.18778856
LINC01823,-0.018260289,-0.018260356,0.039356202,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC011246.1,-0.0024286124,-0.002378483,-0.013046779,-0.03168511,-0.05366288,0.19873951,-0.10353372
AC073632.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC062020.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073409.2,-0.03160601,-0.031605855,0.026035726,0.039222863,-0.031605724,0.08012525,-0.031605735
AC073409.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTNAP5,0.0551661,-0.07035169,-0.025331406,-0.008608136,0.024149016,0.06311723,-0.08968688
AC019159.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097499.2,-0.025790066,-0.025790202,0.031841334,-0.025790196,0.05260704,-0.025790187,-0.025790133
LINC01889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC142116.2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747534,-0.018260472
AC023347.1,-0.018260289,-0.018260356,0.03935608,-0.018260477,-0.018260477,-0.018260475,-0.018260472
GYPC,-0.14582728,-0.10515135,-0.0068330537,-0.128225,0.0033737854,0.896698,-0.17872162
TEX51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012508.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012508.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012508.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,-0.13465442,-0.05257469,-0.07107334,-0.12906408,-0.074871436,0.97966754,-0.15001178
AC110926.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP27C1,-0.031612407,-0.031612407,0.14131387,-0.03161241,-0.031612415,-0.031612422,-0.031612463
ERCC3,-0.046259154,-0.04510088,0.041132383,-0.04643967,0.015491396,0.2309603,-0.10569175
AC068282.1,-0.03920919,0.07006085,0.08433765,-0.122145854,-0.034811314,0.1867928,-0.461525
MAP3K2,-0.06503698,0.22669536,0.09001456,-0.12258031,-0.1145098,0.12166353,-0.77251154
MAP3K2-DT,-0.02382535,0.043564975,0.034828767,-0.005550176,-0.07542694,0.06333536,-0.13504155
AC068282.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROC,-0.018260289,0.03287793,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
IWS1,-0.16443768,-0.008518032,0.12671745,-0.09421088,0.08091008,0.3273048,-0.22664456
AC010976.1,-0.06842627,0.007843496,0.08074446,-0.077364564,-0.009130136,0.17592669,-0.08715708
MYO7B,-0.025864631,0.019367708,0.025880868,-0.021721909,0.028581629,0.012171419,-0.12304464
AC010976.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS2,-0.051618855,0.015689142,0.06323743,-0.051618576,0.05014674,0.009867875,-0.051618576
GPR17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR33,-0.18893468,0.009741283,0.11806859,-0.050417155,0.044754248,0.36182082,-0.2533069
SFT2D3,-0.097934894,-0.017226754,-0.010305891,-0.04802129,0.093035124,0.269088,-0.008947789
POLR2D,-0.12870191,0.0025269017,-0.010930564,-0.046343043,0.20101516,0.20705415,-0.16867203
AMMECR1L,-0.07711761,0.070978075,-0.00063483795,-0.062184334,0.13736245,-0.007927785,-0.10516257
AC012306.2,-0.02275134,0.071237564,0.014121693,-0.016666772,-0.07960461,0.04501019,-0.07960418
AC012306.3,-0.030610345,-0.043094244,-0.01903487,0.034451135,0.010866479,0.17242678,-0.083808415
SAP130,-0.035669502,-0.026720919,0.12163225,-0.097677566,0.022205817,0.123745166,-0.24491149
UGGT1,-0.1522499,-0.0019944683,0.15103978,-0.12929423,0.19283763,0.1329595,-0.24062869
HS6ST1,-0.023310632,0.040297583,0.012864267,-0.06755309,-0.03759927,0.16378005,-0.15869522
AC012451.1,0.023087168,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC068483.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02572,0.042066216,-0.03650111,-0.036501132,-0.036501177,0.03304714,0.059730545,-0.036501404
AC079776.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018865.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC74B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMPD4,-0.07855957,0.012315497,0.019035276,-0.005965001,0.07281445,0.14841078,-0.2805072
MZT2B,-0.28040132,-0.002981846,0.16637334,-0.10897714,0.086636186,0.59941167,-0.3219753
TUBA3E,-0.018260289,-0.018260356,0.039355893,-0.018260477,-0.018260477,-0.018260475,-0.018260472
CCDC115,-0.14528161,-0.03603887,0.07722733,-0.04151496,0.048953284,0.33472827,-0.049553894
IMP4,-0.12565187,-0.07278138,0.04287623,-0.088337176,0.20122251,0.31289402,-0.13179459
PTPN18,-0.21300843,-0.028615149,0.29895645,-0.11631067,0.12517907,0.1402816,-0.22820622
POTEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013269.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC013269.1,0.023086768,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC140481.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC140481.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMER3,-0.018260289,-0.018260356,-0.0182604,0.0525372,-0.018260477,-0.018260475,-0.018260472
AC133785.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF4,-0.002171735,-0.096621655,0.017322985,-0.040209908,-0.01239746,0.29761878,-0.09662149
SMIM39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM168B,-0.021663062,0.0016146314,0.028100958,0.0034643714,-0.084296845,0.2327869,-0.34924018
PLEKHB2,-0.14127807,0.11017779,0.082316816,-0.13340947,0.09360761,0.17252311,-0.33905175
POTEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB6D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073869.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073869.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZT2A,-0.118721835,0.012887095,0.035064556,-0.13984436,-0.025389547,0.5618149,-0.23543192
TUBA3D,0.051168837,-0.0315626,0.023098914,-0.031562522,-0.031562492,-0.03156236,-0.031562332
CCDC74A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093838.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf27A,-0.003216109,-0.07018933,0.0043515703,-0.03460696,0.07873802,0.08898074,0.021549242
AC103564.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ239322.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ239322.1,0.009750117,-0.031615555,-0.03161547,0.110042624,-0.031615514,-0.031615622,-0.031615574
LINC01945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093787.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD30BL,-0.0534969,-0.03359959,0.04254143,0.016815936,-0.07414365,0.17589879,0.1169346
AC097532.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097532.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097532.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR39,-0.025818683,0.025333196,0.03181248,-0.025818821,-0.02581882,-0.025818817,-0.025818804
LYPD1,-0.018260289,-0.018260356,0.03935616,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC010974.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP5,0.02966999,-0.009069744,-0.024880309,-0.059899177,0.057655774,0.029695664,-0.087750465
AC010974.2,-0.02582757,-0.025827609,-0.025827635,0.044988126,0.05256878,-0.025827775,-0.025827728
NCKAP5-AS1,-0.018260289,0.03287778,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
NCKAP5-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP5-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011243.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092623.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
